ProjectId,Benchmark (Y/N),ProjectedProjectStart,ProjectedDesignStart,ProjectedDesignCompletion,ProjectedConstructionStart,ProjectedConstructionCompletion,OrgProjectStart,OrgDesignStart,OrgDesignCompletion,OrgConstructionStart,OrgConstructionCompletion,ClientExtProjectStart,ClientExtOrgDesignStart,ClientExtOrgDesignCompletion,ClientExtOrgConstructionStart,ClientExtOrgConstructionCompletion,ActProjectStart,ActDesignStart,ActDesignCompletion,ActConstructionStart,ActConstructionCompletion,ClientExtBaseDesignCompletion,ClientExtBaseConstructionCompletion,DesignBaselineProjectStart,ConstructionBaselineProjectStart,DesignBaselineDesignStart,ConstructionBaselineDesignStart,OrgSchematicDesignCompletion,ProjectedSchematicDesignCompletion,ActSchematicDesignCompletion,DesignBaselineSchematicDesignCompletion,ConstructionBaselineSchematicDesignCompletion,OrgDesignDevelopmentCompletion,ProjectedDesignDevelopmentCompletion,ActDesignDevelopmentCompletion,DesignBaselineDesignDevelopmentCompletion,ConstructionBaselineDesignDevelopmentCompletion,DesignBaselineDesignCompletion,ConstructionBaselineDesignCompletion,DesignBaselineConstructionStart,ConstructionBaselineConstructionStart,DesignBaselineConstructionCompletion,ConstructionBaselineConstructionCompletion,OrgProjectCloseout,ProjectedProjectCloseout,ActProjectCloseout,DesignBaselineProjectCloseout,ConstructionBaselineProjectCloseout,CreatedDate,ModifiedDate
HWCSCH3F1,Y,2008-08-20 00:00:00.0000000 +00:00,2010-04-27 00:00:00.0000000 +00:00,2013-11-06 00:00:00.0000000 +00:00,2014-06-04 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-27 00:00:00.0000000 +00:00,2013-07-15 00:00:00.0000000 +00:00,2014-03-15 00:00:00.0000000 +00:00,2015-03-14 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-27 00:00:00.0000000 +00:00,2013-05-17 00:00:00.0000000 +00:00,2014-07-15 00:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-04-27 12:00:00.0000000 +00:00,2013-11-06 00:00:00.0000000 +00:00,2014-06-26 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,2013-11-06 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-04-27 12:00:00.0000000 +00:00,2010-04-27 12:00:00.0000000 +00:00,2012-04-18 00:00:00.0000000 +00:00,2012-04-18 00:00:00.0000000 +00:00,2012-04-18 00:00:00.0000000 +00:00,2012-04-18 00:00:00.0000000 +00:00,2012-04-18 00:00:00.0000000 +00:00,,,,,,2013-11-06 00:00:00.0000000 +00:00,2013-11-06 00:00:00.0000000 +00:00,2014-06-04 00:00:00.0000000 +00:00,2014-06-26 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,2018-03-13 00:00:00.0000000 +00:00,2020-06-29 00:00:00.0000000 +00:00,,2020-06-29 00:00:00.0000000 +00:00,2020-06-29 00:00:00.0000000 +00:00,,
HWCSCH3G1,Y,2008-08-20 00:00:00.0000000 +00:00,2010-04-30 00:00:00.0000000 +00:00,2014-06-17 00:00:00.0000000 +00:00,2015-10-05 00:00:00.0000000 +00:00,2016-12-02 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-30 00:00:00.0000000 +00:00,2013-06-30 00:00:00.0000000 +00:00,2013-12-27 00:00:00.0000000 +00:00,2014-12-26 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-30 00:00:00.0000000 +00:00,2014-06-30 00:00:00.0000000 +00:00,2014-12-27 00:00:00.0000000 +00:00,2015-12-26 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-04-30 12:00:00.0000000 +00:00,2014-06-17 00:00:00.0000000 +00:00,2015-10-05 00:00:00.0000000 +00:00,2016-12-02 00:00:00.0000000 +00:00,2014-06-17 00:00:00.0000000 +00:00,2016-12-02 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-04-30 12:00:00.0000000 +00:00,2010-04-30 12:00:00.0000000 +00:00,2012-09-17 00:00:00.0000000 +00:00,2013-09-17 00:00:00.0000000 +00:00,2013-09-17 00:00:00.0000000 +00:00,2013-09-17 00:00:00.0000000 +00:00,2013-09-17 00:00:00.0000000 +00:00,,,,,,2014-06-17 00:00:00.0000000 +00:00,2014-06-17 00:00:00.0000000 +00:00,2015-10-05 00:00:00.0000000 +00:00,2015-10-05 00:00:00.0000000 +00:00,2016-12-02 00:00:00.0000000 +00:00,2016-12-02 00:00:00.0000000 +00:00,2017-12-25 00:00:00.0000000 +00:00,2019-12-01 00:00:00.0000000 +00:00,,2019-12-01 00:00:00.0000000 +00:00,2019-12-02 00:00:00.0000000 +00:00,,
HWCSCH3G2,Y,2008-08-20 00:00:00.0000000 +00:00,2010-04-09 00:00:00.0000000 +00:00,2013-12-16 00:00:00.0000000 +00:00,2015-06-29 00:00:00.0000000 +00:00,2017-12-06 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-09 00:00:00.0000000 +00:00,2013-06-30 00:00:00.0000000 +00:00,2013-12-28 00:00:00.0000000 +00:00,2015-06-26 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-09 00:00:00.0000000 +00:00,2013-12-16 00:00:00.0000000 +00:00,2014-04-16 00:00:00.0000000 +00:00,2015-10-13 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-04-09 12:00:00.0000000 +00:00,2013-12-16 00:00:00.0000000 +00:00,2015-06-29 00:00:00.0000000 +00:00,2017-10-06 00:00:00.0000000 +00:00,2013-12-16 00:00:00.0000000 +00:00,2017-12-06 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-09 00:00:00.0000000 +00:00,2010-04-09 00:00:00.0000000 +00:00,2011-12-30 00:00:00.0000000 +00:00,2011-12-30 00:00:00.0000000 +00:00,2011-12-30 00:00:00.0000000 +00:00,2011-12-30 00:00:00.0000000 +00:00,2011-12-30 00:00:00.0000000 +00:00,,,,,,2013-12-16 00:00:00.0000000 +00:00,2013-12-16 00:00:00.0000000 +00:00,2015-06-29 00:00:00.0000000 +00:00,2015-06-29 00:00:00.0000000 +00:00,2017-12-06 00:00:00.0000000 +00:00,2017-12-06 00:00:00.0000000 +00:00,2020-12-05 00:00:00.0000000 +00:00,2020-12-05 00:00:00.0000000 +00:00,,2020-12-05 00:00:00.0000000 +00:00,2020-12-05 00:00:00.0000000 +00:00,,2017-11-21 12:12:35.9086527 -05:00
HWCSCH3G3,Y,2008-08-20 00:00:00.0000000 +00:00,2010-04-24 00:00:00.0000000 +00:00,2012-08-14 00:00:00.0000000 +00:00,2013-12-16 00:00:00.0000000 +00:00,2014-12-08 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-24 00:00:00.0000000 +00:00,2013-01-15 00:00:00.0000000 +00:00,2013-07-16 00:00:00.0000000 +00:00,2014-07-17 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-24 00:00:00.0000000 +00:00,2012-11-20 00:00:00.0000000 +00:00,2013-12-18 00:00:00.0000000 +00:00,2014-12-19 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-04-24 17:00:00.0000000 +00:00,2012-08-14 00:00:00.0000000 +00:00,2013-12-16 17:00:00.0000000 +00:00,2014-12-08 17:00:00.0000000 +00:00,2012-08-14 00:00:00.0000000 +00:00,2014-12-08 00:00:00.0000000 +00:00,,2008-08-20 12:00:00.0000000 +00:00,,2010-04-24 17:00:00.0000000 +00:00,2011-05-15 00:00:00.0000000 +00:00,2011-05-15 00:00:00.0000000 +00:00,2011-05-15 00:00:00.0000000 +00:00,,2011-05-15 00:00:00.0000000 +00:00,,,,,,,2012-08-14 00:00:00.0000000 +00:00,,2013-12-16 17:00:00.0000000 +00:00,,2014-12-08 17:00:00.0000000 +00:00,2017-07-14 00:00:00.0000000 +00:00,2017-12-08 00:00:00.0000000 +00:00,,,2017-12-08 00:00:00.0000000 +00:00,,
HWCSCH3H1,Y,2008-08-20 00:00:00.0000000 +00:00,2010-04-13 00:00:00.0000000 +00:00,2014-11-30 00:00:00.0000000 +00:00,2015-05-31 00:00:00.0000000 +00:00,2016-05-29 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-13 00:00:00.0000000 +00:00,2013-01-16 00:00:00.0000000 +00:00,2013-07-17 00:00:00.0000000 +00:00,2014-07-16 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-04-13 00:00:00.0000000 +00:00,2014-11-30 00:00:00.0000000 +00:00,2015-05-31 00:00:00.0000000 +00:00,2016-05-29 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-04-13 12:00:00.0000000 +00:00,,,,2016-10-13 00:00:00.0000000 +00:00,2016-05-29 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWCSCH3H2,Y,2008-08-20 00:00:00.0000000 +00:00,2010-05-06 00:00:00.0000000 +00:00,2013-04-22 00:00:00.0000000 +00:00,2014-03-24 00:00:00.0000000 +00:00,2015-06-19 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-05-06 00:00:00.0000000 +00:00,2013-01-15 00:00:00.0000000 +00:00,2013-07-15 00:00:00.0000000 +00:00,2014-07-15 00:00:00.0000000 +00:00,2008-08-20 00:00:00.0000000 +00:00,2010-05-06 00:00:00.0000000 +00:00,2013-04-22 00:00:00.0000000 +00:00,2013-10-20 00:00:00.0000000 +00:00,2014-10-20 00:00:00.0000000 +00:00,2008-08-20 12:00:00.0000000 +00:00,2010-05-06 12:00:00.0000000 +00:00,,2014-03-24 08:00:00.0000000 +00:00,2015-06-19 17:00:00.0000000 +00:00,2013-07-28 00:00:00.0000000 +00:00,2015-09-14 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2018-06-21 00:00:00.0000000 +00:00,2025-07-10 00:00:00.0000000 +00:00,,,,,
HWCSCH3MM,Y,2012-07-30 00:00:00.0000000 +00:00,2012-09-28 00:00:00.0000000 +00:00,2014-02-21 00:00:00.0000000 +00:00,2016-06-06 00:00:00.0000000 +00:00,2018-02-06 00:00:00.0000000 +00:00,2012-07-30 00:00:00.0000000 +00:00,2012-09-28 00:00:00.0000000 +00:00,2013-01-27 00:00:00.0000000 +00:00,2013-06-28 00:00:00.0000000 +00:00,2014-06-29 00:00:00.0000000 +00:00,2012-07-30 00:00:00.0000000 +00:00,2012-09-28 00:00:00.0000000 +00:00,2014-01-23 00:00:00.0000000 +00:00,2014-07-22 00:00:00.0000000 +00:00,2015-07-23 00:00:00.0000000 +00:00,2012-07-30 12:00:00.0000000 +00:00,2012-09-28 12:00:00.0000000 +00:00,2014-02-21 00:00:00.0000000 +00:00,2016-06-06 00:00:00.0000000 +00:00,,2015-03-18 00:00:00.0000000 +00:00,2018-02-06 00:00:00.0000000 +00:00,2012-07-30 00:00:00.0000000 +00:00,2012-07-30 00:00:00.0000000 +00:00,2012-09-28 00:00:00.0000000 +00:00,2012-09-28 00:00:00.0000000 +00:00,2012-10-22 00:00:00.0000000 +00:00,2013-01-01 00:00:00.0000000 +00:00,2013-01-01 00:00:00.0000000 +00:00,2013-01-01 00:00:00.0000000 +00:00,2013-01-01 00:00:00.0000000 +00:00,,,,,,2014-02-21 00:00:00.0000000 +00:00,2014-02-21 00:00:00.0000000 +00:00,2016-06-06 00:00:00.0000000 +00:00,2016-06-06 00:00:00.0000000 +00:00,2018-02-06 00:00:00.0000000 +00:00,2018-02-06 00:00:00.0000000 +00:00,2020-10-23 00:00:00.0000000 +00:00,2021-02-05 00:00:00.0000000 +00:00,,2021-02-05 00:00:00.0000000 +00:00,2021-02-05 00:00:00.0000000 +00:00,,
HWCSCH4A,Y,2013-06-19 00:00:00.0000000 +00:00,2013-06-24 00:00:00.0000000 +00:00,2015-01-09 00:00:00.0000000 +00:00,2015-11-13 00:00:00.0000000 +00:00,2018-04-30 00:00:00.0000000 +00:00,2013-06-19 00:00:00.0000000 +00:00,2013-06-24 00:00:00.0000000 +00:00,2014-02-15 00:00:00.0000000 +00:00,2014-08-15 00:00:00.0000000 +00:00,2015-08-16 00:00:00.0000000 +00:00,2013-06-19 00:00:00.0000000 +00:00,2013-06-24 00:00:00.0000000 +00:00,2014-02-15 00:00:00.0000000 +00:00,2014-08-15 00:00:00.0000000 +00:00,2015-08-16 00:00:00.0000000 +00:00,2013-06-19 00:00:00.0000000 +00:00,2013-06-24 00:00:00.0000000 +00:00,2015-01-09 00:00:00.0000000 +00:00,2015-11-13 00:00:00.0000000 +00:00,,2015-01-03 00:00:00.0000000 +00:00,2017-05-09 00:00:00.0000000 +00:00,2013-06-19 00:00:00.0000000 +00:00,2013-06-19 00:00:00.0000000 +00:00,2013-06-24 00:00:00.0000000 +00:00,2013-06-24 00:00:00.0000000 +00:00,,2013-11-07 00:00:00.0000000 +00:00,2013-11-07 00:00:00.0000000 +00:00,2013-11-07 00:00:00.0000000 +00:00,2013-11-07 00:00:00.0000000 +00:00,,,,,,2015-01-09 00:00:00.0000000 +00:00,2015-01-09 00:00:00.0000000 +00:00,2015-07-25 00:00:00.0000000 +00:00,2015-11-13 00:00:00.0000000 +00:00,2017-01-20 00:00:00.0000000 +00:00,2016-11-13 00:00:00.0000000 +00:00,2018-08-15 00:00:00.0000000 +00:00,2021-04-29 00:00:00.0000000 +00:00,,2020-01-20 00:00:00.0000000 +00:00,2019-11-13 00:00:00.0000000 +00:00,,2017-10-31 14:39:44.9540593 -04:00
HWCSCH4B1,Y,2013-09-19 00:00:00.0000000 +00:00,2013-12-20 00:00:00.0000000 +00:00,2015-10-08 00:00:00.0000000 +00:00,2016-10-17 00:00:00.0000000 +00:00,2018-02-05 00:00:00.0000000 +00:00,2013-09-19 00:00:00.0000000 +00:00,2013-12-20 00:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,2015-07-15 00:00:00.0000000 +00:00,2016-07-15 00:00:00.0000000 +00:00,2013-09-19 00:00:00.0000000 +00:00,2013-12-20 00:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,2015-07-15 00:00:00.0000000 +00:00,2016-07-15 00:00:00.0000000 +00:00,2013-09-19 12:00:00.0000000 +00:00,2013-12-20 00:00:00.0000000 +00:00,2015-10-08 00:00:00.0000000 +00:00,2016-10-17 00:00:00.0000000 +00:00,,2016-07-15 00:00:00.0000000 +00:00,2017-10-19 00:00:00.0000000 +00:00,2013-09-19 00:00:00.0000000 +00:00,2013-09-19 12:00:00.0000000 +00:00,2013-12-20 00:00:00.0000000 +00:00,2013-12-20 00:00:00.0000000 +00:00,2014-07-16 00:00:00.0000000 +00:00,2014-07-16 00:00:00.0000000 +00:00,2014-07-16 00:00:00.0000000 +00:00,2014-07-16 00:00:00.0000000 +00:00,2014-07-16 00:00:00.0000000 +00:00,,,,,,2015-10-08 00:00:00.0000000 +00:00,2015-10-08 00:00:00.0000000 +00:00,2016-10-17 00:00:00.0000000 +00:00,2016-10-17 00:00:00.0000000 +00:00,2018-02-05 00:00:00.0000000 +00:00,2018-02-05 00:00:00.0000000 +00:00,2020-10-15 00:00:00.0000000 +00:00,2021-02-04 00:00:00.0000000 +00:00,,2021-02-04 00:00:00.0000000 +00:00,2021-02-04 00:00:00.0000000 +00:00,,
HWCSCH4B3,Y,2016-06-09 00:00:00.0000000 +00:00,2016-07-19 00:00:00.0000000 +00:00,2017-12-30 00:00:00.0000000 +00:00,2018-07-28 00:00:00.0000000 +00:00,2019-07-27 00:00:00.0000000 +00:00,2016-06-09 00:00:00.0000000 +00:00,2016-07-19 00:00:00.0000000 +00:00,2017-11-01 00:00:00.0000000 +00:00,2018-05-30 00:00:00.0000000 +00:00,2019-05-16 00:00:00.0000000 +00:00,,,,,,2016-06-09 18:00:00.0000000 +00:00,2016-07-19 17:00:00.0000000 +00:00,,,,2017-12-30 00:00:00.0000000 +00:00,2019-07-27 00:00:00.0000000 +00:00,2016-06-09 18:00:00.0000000 +00:00,2016-06-09 00:00:00.0000000 +00:00,2016-07-19 17:00:00.0000000 +00:00,2016-07-19 00:00:00.0000000 +00:00,2017-07-01 00:00:00.0000000 +00:00,2017-01-23 00:00:00.0000000 +00:00,2017-01-23 00:00:00.0000000 +00:00,2017-01-23 00:00:00.0000000 +00:00,2017-01-23 00:00:00.0000000 +00:00,,,,,,2017-12-30 00:00:00.0000000 +00:00,2017-12-30 00:00:00.0000000 +00:00,2018-07-28 00:00:00.0000000 +00:00,2018-07-28 00:00:00.0000000 +00:00,2019-07-27 00:00:00.0000000 +00:00,2019-07-27 00:00:00.0000000 +00:00,2022-07-26 00:00:00.0000000 +00:00,2022-07-26 00:00:00.0000000 +00:00,,2022-07-26 00:00:00.0000000 +00:00,2022-07-26 00:00:00.0000000 +00:00,,
HWCSCH4C1,Y,2015-03-31 00:00:00.0000000 +00:00,2015-05-06 00:00:00.0000000 +00:00,2016-11-30 00:00:00.0000000 +00:00,2018-05-15 00:00:00.0000000 +00:00,2019-11-11 00:00:00.0000000 +00:00,2015-03-31 00:00:00.0000000 +00:00,2015-05-06 00:00:00.0000000 +00:00,2016-11-30 00:00:00.0000000 +00:00,2017-08-14 00:00:00.0000000 +00:00,2019-02-08 00:00:00.0000000 +00:00,,,,,,2015-03-31 17:00:00.0000000 +00:00,2015-05-06 17:00:00.0000000 +00:00,2016-11-30 00:00:00.0000000 +00:00,,,2016-11-30 00:00:00.0000000 +00:00,2019-11-11 00:00:00.0000000 +00:00,2015-03-31 17:00:00.0000000 +00:00,,2015-05-06 17:00:00.0000000 +00:00,,2015-11-06 00:00:00.0000000 +00:00,2015-11-06 00:00:00.0000000 +00:00,2015-11-06 00:00:00.0000000 +00:00,2015-11-06 00:00:00.0000000 +00:00,,,,,,,2016-11-30 00:00:00.0000000 +00:00,,2018-05-15 00:00:00.0000000 +00:00,,2019-11-11 00:00:00.0000000 +00:00,,2022-02-06 00:00:00.0000000 +00:00,2022-11-11 00:00:00.0000000 +00:00,,2022-11-11 00:00:00.0000000 +00:00,,,2017-09-05 08:50:30.0968094 -04:00
HWCSCH4C2,Y,2015-05-26 00:00:00.0000000 +00:00,2015-06-01 00:00:00.0000000 +00:00,2016-10-27 00:00:00.0000000 +00:00,2017-09-05 00:00:00.0000000 +00:00,2019-09-04 00:00:00.0000000 +00:00,2015-05-26 00:00:00.0000000 +00:00,2015-06-01 00:00:00.0000000 +00:00,2016-11-10 00:00:00.0000000 +00:00,2017-05-10 00:00:00.0000000 +00:00,2018-05-09 00:00:00.0000000 +00:00,,,,,,2015-05-26 00:00:00.0000000 +00:00,2015-06-01 00:00:00.0000000 +00:00,2016-10-27 00:00:00.0000000 +00:00,2017-09-05 00:00:00.0000000 +00:00,,2016-10-27 00:00:00.0000000 +00:00,2019-09-04 00:00:00.0000000 +00:00,2015-05-26 00:00:00.0000000 +00:00,2015-05-26 00:00:00.0000000 +00:00,2015-06-01 00:00:00.0000000 +00:00,2015-06-01 00:00:00.0000000 +00:00,,,2015-09-18 00:00:00.0000000 +00:00,2015-09-18 00:00:00.0000000 +00:00,2015-09-18 00:00:00.0000000 +00:00,,,,,,2016-10-27 00:00:00.0000000 +00:00,2016-10-27 00:00:00.0000000 +00:00,2017-09-05 00:00:00.0000000 +00:00,2017-09-05 00:00:00.0000000 +00:00,2019-09-04 00:00:00.0000000 +00:00,2019-09-04 00:00:00.0000000 +00:00,2020-05-09 00:00:00.0000000 +00:00,2022-09-04 00:00:00.0000000 +00:00,,2022-09-04 00:00:00.0000000 +00:00,2022-09-04 00:00:00.0000000 +00:00,,2017-10-12 10:20:32.8564233 -04:00
HWCSCHPBX,Y,2017-05-31 00:00:00.0000000 +00:00,2017-11-15 00:00:00.0000000 +00:00,2019-05-09 00:00:00.0000000 +00:00,2019-09-16 00:00:00.0000000 +00:00,2021-03-14 00:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2017-11-15 00:00:00.0000000 +00:00,2019-05-09 00:00:00.0000000 +00:00,2019-09-16 00:00:00.0000000 +00:00,2021-03-14 00:00:00.0000000 +00:00,,,,,,2017-05-31 00:00:00.0000000 +00:00,,,,,,,,,,,2018-12-21 00:00:00.0000000 +00:00,2018-12-21 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2024-03-13 00:00:00.0000000 +00:00,2024-03-13 00:00:00.0000000 +00:00,,,,,
HWCSCHPKR,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-30 07:00:23.0370000 +00:00,
HWCSCHPQN,Y,2018-02-01 00:00:00.0000000 +00:00,2019-02-15 00:00:00.0000000 +00:00,2021-02-15 00:00:00.0000000 +00:00,2021-09-15 00:00:00.0000000 +00:00,2023-09-14 00:00:00.0000000 +00:00,2018-02-01 00:00:00.0000000 +00:00,2019-02-15 00:00:00.0000000 +00:00,2021-02-15 00:00:00.0000000 +00:00,2021-09-15 00:00:00.0000000 +00:00,2023-09-14 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,2020-02-17 00:00:00.0000000 +00:00,2019-02-17 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2026-09-13 00:00:00.0000000 +00:00,2026-09-13 00:00:00.0000000 +00:00,,,,2017-10-30 07:00:24.5200000 +00:00,2017-10-31 13:11:50.7338502 -04:00
HWCURB09,Y,2017-03-15 00:00:00.0000000 +00:00,2017-03-27 00:00:00.0000000 +00:00,2017-05-25 00:00:00.0000000 +00:00,2018-03-27 00:00:00.0000000 +00:00,2019-05-25 00:00:00.0000000 +00:00,2017-03-15 00:00:00.0000000 +00:00,2017-03-27 00:00:00.0000000 +00:00,2017-05-19 00:00:00.0000000 +00:00,2017-11-21 00:00:00.0000000 +00:00,2018-09-06 00:00:00.0000000 +00:00,,,,,,2017-03-15 00:00:00.0000000 +00:00,2017-03-27 00:00:00.0000000 +00:00,2017-05-25 00:00:00.0000000 +00:00,,,2017-05-25 00:00:00.0000000 +00:00,,2017-03-15 00:00:00.0000000 +00:00,,2017-03-27 00:00:00.0000000 +00:00,,2017-04-19 00:00:00.0000000 +00:00,2017-04-25 00:00:00.0000000 +00:00,2017-04-25 00:00:00.0000000 +00:00,2017-04-19 00:00:00.0000000 +00:00,,,,,,,2017-05-19 00:00:00.0000000 +00:00,,2017-11-21 00:00:00.0000000 +00:00,,2018-09-06 00:00:00.0000000 +00:00,,2021-09-05 00:00:00.0000000 +00:00,2022-10-20 00:00:00.0000000 +00:00,,2021-09-05 00:00:00.0000000 +00:00,,,2017-08-31 15:29:01.2627227 -04:00
HWD005K01,Y,2011-11-08 00:00:00.0000000 +00:00,2013-03-26 00:00:00.0000000 +00:00,2014-12-26 00:00:00.0000000 +00:00,2016-05-31 00:00:00.0000000 +00:00,2017-06-24 00:00:00.0000000 +00:00,2011-11-08 00:00:00.0000000 +00:00,2012-12-27 00:00:00.0000000 +00:00,2013-12-25 00:00:00.0000000 +00:00,2014-07-16 00:00:00.0000000 +00:00,2015-07-16 00:00:00.0000000 +00:00,2011-11-08 00:00:00.0000000 +00:00,2013-02-21 00:00:00.0000000 +00:00,2014-10-06 00:00:00.0000000 +00:00,2016-01-29 00:00:00.0000000 +00:00,2017-01-28 00:00:00.0000000 +00:00,2011-11-08 00:00:00.0000000 +00:00,2013-03-26 00:00:00.0000000 +00:00,2014-12-26 00:00:00.0000000 +00:00,2016-05-31 18:00:00.0000000 +00:00,2017-06-24 00:00:00.0000000 +00:00,2014-11-09 00:00:00.0000000 +00:00,2017-09-30 00:00:00.0000000 +00:00,2011-11-08 00:00:00.0000000 +00:00,2011-11-08 00:00:00.0000000 +00:00,2013-03-26 00:00:00.0000000 +00:00,2013-03-26 00:00:00.0000000 +00:00,2013-05-13 00:00:00.0000000 +00:00,2013-05-13 00:00:00.0000000 +00:00,2013-05-13 00:00:00.0000000 +00:00,2013-05-13 00:00:00.0000000 +00:00,2013-05-13 00:00:00.0000000 +00:00,,,,,,2014-12-26 00:00:00.0000000 +00:00,2014-12-26 00:00:00.0000000 +00:00,2016-05-31 00:00:00.0000000 +00:00,2016-05-31 00:00:00.0000000 +00:00,2017-06-24 00:00:00.0000000 +00:00,2017-06-24 00:00:00.0000000 +00:00,2020-06-23 00:00:00.0000000 +00:00,2020-06-23 00:00:00.0000000 +00:00,,2020-06-23 00:00:00.0000000 +00:00,2020-06-23 00:00:00.0000000 +00:00,,
HWD10105,Y,2015-02-05 00:00:00.0000000 +00:00,2015-02-19 00:00:00.0000000 +00:00,2016-12-23 00:00:00.0000000 +00:00,2017-09-25 00:00:00.0000000 +00:00,2019-09-24 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-19 00:00:00.0000000 +00:00,2017-02-28 00:00:00.0000000 +00:00,2017-10-09 00:00:00.0000000 +00:00,2019-09-30 00:00:00.0000000 +00:00,,,,,,2015-02-05 17:00:00.0000000 +00:00,2015-02-19 17:00:00.0000000 +00:00,2016-12-23 00:00:00.0000000 +00:00,2017-09-25 00:00:00.0000000 +00:00,,2017-06-20 00:00:00.0000000 +00:00,2019-09-24 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 17:00:00.0000000 +00:00,2015-02-19 00:00:00.0000000 +00:00,2015-02-19 17:00:00.0000000 +00:00,2016-03-03 00:00:00.0000000 +00:00,2016-03-03 00:00:00.0000000 +00:00,2016-03-03 00:00:00.0000000 +00:00,2016-03-03 00:00:00.0000000 +00:00,2016-03-03 00:00:00.0000000 +00:00,,,,,,2016-12-23 00:00:00.0000000 +00:00,2016-12-23 00:00:00.0000000 +00:00,2017-09-25 00:00:00.0000000 +00:00,2017-09-25 00:00:00.0000000 +00:00,2019-09-24 00:00:00.0000000 +00:00,2019-09-24 00:00:00.0000000 +00:00,2020-09-23 00:00:00.0000000 +00:00,2020-09-23 00:00:00.0000000 +00:00,,2020-09-23 00:00:00.0000000 +00:00,2020-09-23 00:00:00.0000000 +00:00,,2017-11-27 10:52:15.5672491 -05:00
